,Unnamed: 0,corredor,cod_mpio,departamento,cod_dpto,municipio,info_type,category,sub_category,keyword,place_id,name,types,latitude,longitude,address,average_rating,user_ratings_total,place_link,phone,website,opening_hours,review_1_rating,review_1_text,review_2_rating,review_2_text,review_3_rating,review_3_text,review_4_rating,review_4_text,review_5_rating,review_5_text,city
26,26,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJXx32nYlvR44RFQKNldIFzNc,Ricuras de Casa,"establishment,restaurant,food,point_of_interest",5.0635614,-75.4975369,"Cra. 24 #51-07, Manizales",4.3,39,https://maps.google.com/?cid=15549810015413797397,(606) 8813116,,Monday: 6:00 AM – 6:00 PM|Tuesday: 6:00 AM – 6:00 PM|Wednesday: 6:00 AM – 6:00 PM|Thursday: 6:00 AM – 6:00 PM|Friday: 6:00 AM – 6:00 PM|Saturday: 6:30 AM – 6:00 PM|Sunday: 6:30 AM – 4:00 PM,5.0,"Super fast service, and the food was really good.
The whole family was impressed by how fast they brought out our food, and even more impressed by the quality of the food.
Group of 6.
Breakfast.
December 2024.",4.0,"Excellent services and very kind people that offers you very delicious options for breakfast and lunch and little things to eat as empanadas, buñuelos, pandequeso, and other delicious things.

This time I had the fortune to taste a rib soup, and scramble eggs with chocolate.

The place is clean with a quite big space and air.

Friendly for any handicapped people.",5.0,"The dark hot chocolate, arepa and eggs were delicious",5.0,Super.,3.0,"Homestyle Food!

I think it delivers on its promise. It has a homestyle flavor and the dishes are traditional Colombian. However, the flavor isn't the most convincing. My father ordered rib broth and it came out a bit cold. My mother ordered casseroles and one yolk came out with a blood clot 😕.

The service is good but could be better. We're from the Valle and we love coming to Manizales because of the way the people of Colombia treat their customers. This time, it wasn't so much like that.

We based our opinion on the breakfasts; lunch might be different.

Success! 🤗",Cra. 24 #51-07
27,27,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJM0LKBuJvR44Rq_-hhGP0Gxw,Sopa & Carbón,"food,restaurant,establishment,point_of_interest",5.0765886,-75.5275218,"Cl. 7 #9a-27, Manizales",4.4,264,https://maps.google.com/?cid=2025481165697318827,321 8992619,https://www.instagram.com/sopaycarbonchipre/,Monday: 11:30 AM – 4:00 PM|Tuesday: 11:30 AM – 4:00 PM|Wednesday: 11:30 AM – 4:00 PM|Thursday: 11:30 AM – 4:00 PM|Friday: 11:30 AM – 10:00 PM|Saturday: 11:30 AM – 10:00 PM|Sunday: 11:30 AM – 10:00 PM,1.0,"Quality is really poor, the “cazuela de mariscos” was too salty, the “punta the anca “ was well overcooked. When we make the comment they just responded that it is the only terms they prepare it.

Really disappointed",3.0,Just another restaurante...nothing extraordinary,5.0,Super,5.0,Super,5.0,"Located behind the Colonizers Monument, it offers a spacious area decorated with representative photos of Manizales and windows that allow you to admire the city landscape. The restaurant has a good variety of typical dishes from the region. Its specialty is roast beef, pork and chorizo. They are very well seasoned. The dishes come in good portions to leave you very satisfied. You can also order drinks in a family pitcher, which is a plus. Finally, the service was friendly and attentive. Recommended.",Cl. 7 #9a-27
28,28,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJAVLlMuNlR44RpTpLSFETXyY,La Musa Saludable,"establishment,restaurant,point_of_interest,food",5.0592318,-75.4902556,"Cra. 24c #61-14, La Estrella, Manizales",5.0,21,https://maps.google.com/?cid=2764949936054942373,300 3948203,,"Monday: Closed|Tuesday: 8:00 – 10:00 AM, 12:00 – 3:00 PM, 5:00 – 10:00 PM|Wednesday: 8:00 – 10:00 AM, 12:00 – 3:00 PM, 5:00 – 10:00 PM|Thursday: 8:00 – 10:00 AM, 12:00 – 3:00 PM, 5:00 – 10:00 PM|Friday: 8:00 – 10:00 AM, 12:00 – 3:00 PM, 5:00 – 10:00 PM|Saturday: 8:00 – 10:00 AM, 12:00 – 3:00 PM, 5:00 – 10:00 PM|Sunday: 8:00 – 10:00 AM, 12:00 – 3:00 PM, 5:00 – 10:00 PM",5.0,"Two lovely people run this restaurant together.

The food is tasty, healthy, and inexpensive. Super recommended.",5.0,Delicious food!,5.0,"It is the best vegetarian restaurant I have found in Manizales.
Eating consciously is the best life choice.
healthy, delicious and excellent service. An unparalleled experience",5.0,"Visiting this place is much more than an experience; it's a space filled with warmth and magic. From the atmosphere to the service, every detail is designed to connect with you. The conversations enrich the soul, and every taste is a hug that invites you back.",5.0,"An incredible place, delicious food, very well located and with easy parking nearby!",La Estrella
29,29,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJtyRGsPtvR44RYTDaYI-QZ4Y,EP,"establishment,store,restaurant,point_of_interest,food",5.0683845,-75.5195494,"Centro, Cra. 21 #19-09 Piso 2, Manizales",4.1,142,https://maps.google.com/?cid=9684868469163176033,,,Monday: 8:30 AM – 8:00 PM|Tuesday: 8:30 AM – 8:00 PM|Wednesday: 8:30 AM – 8:00 PM|Thursday: 8:30 AM – 8:00 PM|Friday: 8:30 AM – 8:00 PM|Saturday: 8:30 AM – 8:00 PM|Sunday: 9:00 AM – 8:00 PM,5.0,"great lunch for only 11.000 pesos incl. soup, juice and coffee, nice place, super attentive staff",4.0,"Photo from the balcony.
Very delicious executive lunch, varied menu, is on the second floor; entry is through a gate in the middle of the street; The façade is striking, it is like an old, huge house; no parking, but there are nearby, careful attention but a little improvised😊",1.0,"A well located, nice place, but unfortunately the food leaves a lot to be desired, I specified a dish of beans with the condition that it did not have onion and I found an entire garden, then I ordered a meat and they brought it to me with onion on top to finish adjusting, but that's not all they brought me another meat with potatoes and the meat was stale, old and the potatoes were raw... obviously I left it whole my husband tells you but they charge him so much for a plate of beans with onion and the rotten meat",5.0,"Excellent restaurant, their food is very good, it has a homemade touch, they offer a lot of variety on the menu. The service exceeds expectations, the staff is very helpful. I particularly liked the style of the place, rustic wooden floor and wooden tables too. I recommend it.",3.0,Excellent place for lunch on weekdays. There is variety and good flavor. The place is large with plenty of tables and the prices are affordable. There is service on Saturdays and generally there is very good service.,Cra. 21 #19-09 Piso 2
30,30,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJWc7sFvdvR44R7o1Ya6q_9Xs,Casa quinta restarurante bar,"establishment,restaurant,point_of_interest,food",5.0747021,-75.51997879999999,"Cl. 19 #11-10, Manizales",4.6,17,https://maps.google.com/?cid=8932256174625557998,316 5205491,,Monday: 12:00 PM – 12:00 AM|Tuesday: 12:00 PM – 12:00 AM|Wednesday: 12:00 PM – 12:00 AM|Thursday: 12:00 PM – 12:00 AM|Friday: 12:00 PM – 12:00 AM|Saturday: 12:00 PM – 12:00 AM|Sunday: Closed,2.0,"🇲🇽 It is a suitable place if you are not hungry or in a hurry and if you go alone. The attention is somewhat clumsy and careless, but friendly. The guy at the griddle really rushes to serve you and works hard, but there are too many tables for the size of the griddle and fryer. The place is messy and there is a perceived lack of constant cleaning. The table was dusty. The beer was lukewarm. The burger and French fries were well prepared and had an acceptable flavor. The potatoes arrived cold. The ketchup dispenser felt dirty to the touch, nothing more unpleasant. I ordered a hot dog and it arrived half an hour later and the sausage was raw. The dog's dressings do not feel of quality, although they are abundant and the bread is of acceptable quality. I was really very hungry and I had a bad experience because in the end I could only eat the dog and the potatoes. I don't recommend it.",5.0,"Soup, dry and game 10/10, very warm service and good seasoning.

PS: always order a portion of pork rinds 👌🏼",5.0,"Very good service, delicious food… very, very friendly!!!",5.0,Super good food and attention!!,5.0,Very delicious food and fast,Cl. 19 #11-10
31,31,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJOR0kEPxvR44RhJ0AfAAL3k0,La Olla De Aurelio,"restaurant,point_of_interest,establishment,food",5.0672579,-75.52274489999999,"Calle 14 #22-1 a 22-51, San Antonio, Manizales",4.2,582,https://maps.google.com/?cid=5610934282458537348,310 4253021,,Monday: 10:00 AM – 2:50 AM|Tuesday: 10:00 AM – 2:50 AM|Wednesday: 10:00 AM – 2:50 AM|Thursday: 10:00 AM – 2:50 AM|Friday: 10:00 AM – 2:50 AM|Saturday: 10:00 AM – 2:50 AM|Sunday: 10:00 AM – 2:50 AM,3.0,The standard of the food is going down. The bioseguridad sero please build a cubicle x staff,1.0,"Poor attention, bad taste, bad service, zero kindness",4.0,Super,1.0,"The service took a long time. They judge the customer for ordering what's supposedly on the menu when it's not actually there, and they serve them what they didn't ask for. I recommend having an adequate daily menu and being more organized with what customers order. They don't have the logistics to serve a food establishment where they claim to have an extensive menu, but in reality, they serve you what they have. The food comes out with hair or personal belongings of the kitchen assistants on it. Poor service, even from the owners. I hope this doesn't happen again with other customers.",1.0,"Terrible service, if they don't have coverage for some places in Manizales, they shouldn't accept the packages, the delivery man was too rude just for telling me that I had to go down 2 houses and yet he dared to yell at me for not saying thank you to someone who hung up on me because ""he doesn't work with the place"", it's good to sometimes recognize that the service doesn't reach everywhere, if I have received packages from Chipre to the aurora, I didn't believe that from the water park to here there would be so much conflict.",San Antonio
32,32,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJA9IsEvpvR44RqtNefin9F5M,La Antioqueña,"point_of_interest,establishment,food,restaurant",5.067358599999999,-75.5169088,"Cl. 23 #22-45, Manizales",4.4,416,https://maps.google.com/?cid=10599218602695381930,(606) 8819423,,Monday: 7:00 AM – 9:00 PM|Tuesday: 7:00 AM – 9:00 PM|Wednesday: 7:00 AM – 9:00 PM|Thursday: 7:00 AM – 9:00 PM|Friday: 7:00 AM – 9:00 PM|Saturday: 7:00 AM – 9:00 PM|Sunday: 7:00 AM – 9:00 PM,5.0,"Had nice bbq chicken, & a nice refreshing lemonade, good service too, recommended!",4.0,"Very good!! This is traditional Colombian food. Great, fast service! It was a little loud and bustling but the locals were there so I loved it!",5.0,"This was a really excellent little restaurant. The food is authentic, Colombian and very reasonably priced. The portions are large. I had the lengua in salsa and it was fantastic!",5.0,Nice restaurant with paisa food. I had the mondongo and it came with a lot of cilantro and cow stomach!!,5.0,Had lunch here on a recommendation by a local. The service was great and so was the food. Husband says it was best trucha he had in Colombia (al vapor). Very affordable.,Cl. 23 #22-45
33,33,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJi_JZCTdvR44RdnugpaAF7Ww,Restaurante Cultural Punto K,"food,establishment,restaurant,point_of_interest",5.067607499999999,-75.5124089,"Cl. 30 #22-43, Centro, Manizales",4.9,8,https://maps.google.com/?cid=7848935913108306806,305 3769217,,Monday: 7:00 AM – 8:00 PM|Tuesday: 7:00 AM – 8:00 PM|Wednesday: 7:00 AM – 8:00 PM|Thursday: 7:00 AM – 8:00 PM|Friday: 7:00 AM – 9:00 PM|Saturday: 7:00 AM – 9:00 PM|Sunday: 8:00 AM – 5:00 PM,5.0,"Delicious food and a unique cultural atmosphere. An ideal place for those who enjoy authenticity.
Recommended!",5.0,"An excellent place full of culture, rhythm and delicious food.",5.0,"The best of Manizales, a place where you'll find only art. You'll have the best culinary experience accompanied by a show, live music, and reading. Highly recommended.",5.0,"Varied dishes, good service, and next-level gastronomic experiences!",4.0,,Centro
34,34,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJJ8rvctBxR44R-cYNPQbKfHw,La terraza café snacks,"restaurant,point_of_interest,liquor_store,establishment,food,store",5.1114457,-75.5377292,Manizales,4.6,253,https://maps.google.com/?cid=8970266685958113017,310 4418195,,Monday: 2:00 – 10:00 PM|Tuesday: 2:00 – 10:00 PM|Wednesday: 2:00 – 10:00 PM|Thursday: 2:00 – 10:00 PM|Friday: 2:00 – 10:00 PM|Saturday: 2:00 – 10:00 PM|Sunday: 2:00 – 10:00 PM,5.0,Super,5.0,"The place has an incredible view, the service is good, the place is very neat and has its magic, the prices are above average.",5.0,"I loved the atmosphere.
The view is incredible.
And the service is top-notch.
Everything is delicious, and I'm looking forward to returning.",5.0,"Ideal place to feel at home, the only detail is that at home you don't see the sunsets like here in this wonderful place.",5.0,"An excellent place to have a coffee with a snack, the menu is varied and the prices are affordable. The atmosphere is very pleasant and the visa is beautiful",
35,35,Corredor 1,17174,CALDAS,17,CHINCHINÁ,Infraestructura Turística,Servicios Turísticos,Restaurantes,"""restaurante"", ""comida típica"", ""cafetería"", ""asadero"", ""gastronomía local""",ChIJxx865VZvR44RWLyNR6Rbjnk,PANADERIA Y PIQUETEADERO EL CAFETAL,"establishment,food,point_of_interest,restaurant",5.0653406,-75.50172409999999,0,3.8,48,https://maps.google.com/?cid=8759039086415428696,,,Monday: Closed|Tuesday: Closed|Wednesday: 5:00 AM – 1:00 AM|Thursday: Closed|Friday: Closed|Saturday: Closed|Sunday: Closed,5.0,They make the best pandebono that I've had in all of Colombia. The ejeutivo menu is quite tasty too.,5.0,Very chill breakfast spot! Got my coffee fix here every morning we were in town! The service was kind and attentive!,1.0,"I ordered a sobrebarriga according to their a la carte dishes. I calculated the portion at 100Gr and it was noted that it was reheated many times, the observation was made and the supposed ""Chef"" did not provide a solution. The value of the plate $27,900 is an abuse. I was able to half eat the fries because you could also tell that the oil was burnt. I DO NOT RECOMMEND A LA CARTE DISHES IN THIS RESTAURANT.",1.0,"Terrible service, too late, they dishonestly sold us some tamales that were very burnt, the taste was disgusting, very bitter.",1.0,"I ordered a pork chop with French fries and rice, the fries had fried fish fin and the potatoes and the chop tasted like fish, I guess they fried everything in the same oil.
We spoke with the administrator and he did not charge for the dish, the truth is I would not have lunch in this place again",
